Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Comment (optional) delays at departure,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Comment (optional) delays on arrival,"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
2018,2,MARSEILLE ST CHARLES,PARIS LYON,202.1443299,388,0,90,7.621481481,1.685524055,,43,33.46317829,5.427276632,,0.372093023,0.395348837,0.023255814,0.186046512,0.023255814,0,43,5.427276632,19,3,2018-02,37.20930233,39.53488372,2.325581395,18.60465116,2.325581395,0
2018,2,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.7821229,181,2,25,12.97066667,1.489385475,,14,29.025,3.660800745,,0.166666667,0,0.083333333,0.666666667,0.083333333,0,9,3.660800745,4,1,2018-02,16.66666667,0,8.333333333,66.66666667,8.333333333,0
2018,2,PARIS LYON,TOULON,239.3487179,200,5,25,19.396,2.175042735,,42,35.63611111,12.39162393,"Un zone rouge intermittente, vers Cluny.",0.256410256,0.230769231,0.333333333,0.128205128,0.025641026,0.025641026,42,12.39162393,16,3,2018-02,25.64102564,23.07692308,33.33333333,12.82051282,2.564102564,2.564102564
2015,1,AVIGNON TGV,PARIS LYON,160.5303605,530,3,89,22.39325843,4.565464896,,64,41.25,4.356736243,5 collisions avec des animaux sauvages sur la ligne à grande vitesse ont perturbé la régularité de cette relation en janvier 2015,0.333333333,0.122807018,0.210526316,0.175438596,0.052631579,0.105263158,49,50,29,11,2015-01,33.33333333,12.28070175,21.05263158,17.54385965,5.263157895,10.52631579
2015,1,FRANCFORT,PARIS EST,99.91666667,78,0,28,14.78571429,6.294871795,,28,25.78571429,10.44871795,"Le mois de janvier est marqué par des chutes de neige qui conduisent à limiter la vitesse des trains et plus spécifiquement des ICE pour préserver le matériel roulant : 8 jours complets impactés. Le 15 janvier, une alerte à la bombe en gare de l'Est conduit à son évacuation, avec rétention des trains au départ et à l'arrivée. Des défaillances ICE conduisent à la suppression du 9551 les 26  et 29 janvier, et à la suppression du 9550 le  28 janvier. Le 31 janvier, le 9551 a terminus Saarbrücken suite aux dégâts causés sous caisse par la neige à 320  km/h sur LGV, les clients seront acheminés avec des liaisons domestiques.",0,0.392857143,0.428571429,0.107142857,0,0.071428571,23,28.7826087,6,2,2015-01,0,39.28571429,42.85714286,10.71428571,0,7.142857143
2015,1,STRASBOURG,NANTES,318.4545455,33,0,1,8,0.303030303,,3,30.66666667,3.848484848,,0.333333333,0.333333333,0,0,0,0.333333333,3,30.66666667,1,0,2015-01,33.33333333,33.33333333,0,0,0,33.33333333
2015,1,ZURICH,PARIS LYON,140.9779412,136,0,12,24.66666667,2.838235294,,11,34.36363636,2.029411765,,0.007352941,0.014705882,0.044117647,0.007352941,0.007352941,0,7,46.4285714,4,2,2015-01,0.735294118,1.470588235,4.411764706,0.735294118,0.735294118,0
2015,6,METZ,PARIS EST,86.0449827,289,0,29,13.24137931,1.705882353,,45,17.55555556,2.961937716,,0.204545455,0.181818182,0.454545455,0.113636364,0,0.045454545,16,31.625,4,1,2015-06,20.45454545,18.18181818,45.45454545,11.36363636,0,4.545454545
2015,6,STRASBOURG,PARIS EST,141.7826552,467,0,61,14.19672131,2.329764454,,54,31.37037037,4.012847966,,0.388888889,0.12962963,0.314814815,0.092592593,0.037037037,0.037037037,34,42.5588235,16,10,2015-06,38.88888889,12.96296296,31.48148148,9.259259259,3.703703704,3.703703704
2015,6,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169,109,0,0,0,0.082568807,,8,28.875,2.651376147,,0.125,0.5,0.125,0.25,0,0,6,33.6666667,2,1,2015-06,12.5,50,12.5,25,0,0
2015,6,PARIS MONTPARNASSE,LE MANS,63.26388889,435,3,35,13.74285714,1.372685185,,74,14.54054054,2.576388889,,0.164179104,0.402985075,0.164179104,0.044776119,0.179104478,0.044776119,24,26.4166667,5,1,2015-06,16.41791045,40.29850746,16.41791045,4.47761194,17.91044776,4.47761194
2015,6,ST PIERRE DES CORPS,PARIS MONTPARNASSE,66.7654321,407,2,46,21.26086957,3.069135802,,75,24.56,4.511111111,,0.23880597,0.417910448,0.119402985,0.074626866,0.059701493,0.089552239,34,42.7647059,18,7,2015-06,23.88059701,41.79104478,11.94029851,7.462686567,5.970149254,8.955223881
2015,6,TOULOUSE MATABIAU,PARIS MONTPARNASSE,340.9858757,177,0,4,46.75,1.293785311,,29,50.51724138,8.796610169,"Cette OD a été touchée le 4 par un rail cassé couplé à un affaissement caténaire à la sortie de Paris (172 TGV; 7664mn), le 5 par diverses limitations de vitesses liées aux fortes chaleurs dont une à la sortie de Paris reduisant fortement le débit des trains (82TGV; 985mn), 2 incendies aux abords des voies entre Droué et Vendôme le 25 (48TGV; 1826mn) et le 30 (30TGV; 1773mn), le 3 par l'arrêt de sécurité d'un train dans les tunnels avant Paris (22TGV; 1035mn) lié à une presence dans les voies en sortie de gare Montparnasse (16TGV; 419mn),  le 22 par le heurt de 2 chevreuils sur la branche sud de la ligne grande vitesse (15TGV; 328mn)",0.357142857,0.321428571,0.107142857,0.107142857,0.071428571,0.035714286,29,50.5172414,16,8,2015-06,35.71428571,32.14285714,10.71428571,10.71428571,7.142857143,3.571428571
2015,6,ARRAS,PARIS NORD,56.61261261,334,1,37,14.64864865,2.138138138,,58,17.70689655,2.885885886,,0.234042553,0.276595745,0.234042553,0.085106383,0.170212766,0,22,31,8,1,2015-06,23.40425532,27.65957447,23.40425532,8.510638298,17.0212766,0
2015,6,ZURICH,PARIS LYON,140.9034091,176,0,19,12.47368421,1.698863636,,11,17.18181818,0.619318182,,0.090909091,0.272727273,0.636363636,0,0,0,6,20.8333333,1,0,2015-06,9.090909091,27.27272727,63.63636364,0,0,0
2015,7,MULHOUSE VILLE,PARIS LYON,166.785,301,1,28,11.17857143,1.64,,24,30.375,1.486666667,,0.52173913,0.043478261,0.173913043,0.217391304,0.043478261,0,16,39.3125,7,3,2015-07,52.17391304,4.347826087,17.39130435,21.73913043,4.347826087,0
2015,7,FRANCFORT,PARIS EST,99.95804196,143,0,69,18.01449275,9.706293706,,42,31.73809524,10.53846154,,0.073170732,0.024390244,0.804878049,0,0.097560976,0,26,42.9615385,16,4,2015-07,7.317073171,2.43902439,80.48780488,0,9.756097561,0
2015,5,PARIS MONTPARNASSE,NANTES,138.7910448,537,1,7,9.857142857,0.264925373,,37,31.40540541,3.251865672,,0.222222222,0.194444444,0.333333333,0.166666667,0.027777778,0.055555556,24,41.875,7,4,2015-05,22.22222222,19.44444444,33.33333333,16.66666667,2.777777778,5.555555556
2015,5,LYON PART DIEU,PARIS LYON,120.7572581,620,0,73,14.05479452,2.519354839,,66,26.46969697,2.824193548,,0.242424242,0.303030303,0.090909091,0.181818182,0.060606061,0.121212121,43,33.8837209,18,4,2015-05,24.24242424,30.3030303,9.090909091,18.18181818,6.060606061,12.12121212
2015,5,PARIS LYON,MONTPELLIER,206.7264706,340,0,8,32.25,0.882352941,,37,34.37837838,6.126470588,,0.444444444,0.166666667,0.166666667,0.166666667,0.027777778,0.027777778,37,34.3783784,14,5,2015-05,44.44444444,16.66666667,16.66666667,16.66666667,2.777777778,2.777777778
2015,5,PARIS LYON,DIJON VILLE,96.05824176,460,5,12,20.16666667,0.679120879,,9,25.66666667,0.257142857,,0,0.222222222,0.111111111,0.333333333,0.333333333,0,5,36,2,1,2015-05,0,22.22222222,11.11111111,33.33333333,33.33333333,0
2015,5,PARIS MONTPARNASSE,LAVAL,100.2978723,235,0,4,31.75,0.6,,11,32.27272727,1.723404255,,0.6,0.3,0,0.1,0,0,7,43.5714286,4,2,2015-05,60,30,0,10,0,0
2015,2,PARIS EST,METZ,85.4797048,276,5,6,12,0.402214022,,23,18.26086957,1.955719557,,0.090909091,0.681818182,0.090909091,0.045454545,0.045454545,0.045454545,7,38.7142857,4,0,2015-02,9.090909091,68.18181818,9.090909091,4.545454545,4.545454545,4.545454545
2015,2,AIX EN PROVENCE TGV,PARIS LYON,182.4495192,416,0,46,17.32608696,2.627403846,,31,31.22580645,1.485576923,,0.448275862,0,0,0.206896552,0.172413793,0.172413793,28,33,9,3,2015-02,44.82758621,0,0,20.68965517,17.24137931,17.24137931
2015,2,ANNECY,PARIS LYON,224.0217391,184,0,10,15.1,1.043478261,,21,36.80952381,5.059782609,,0.238095238,0.238095238,0.380952381,0.047619048,0.095238095,0,21,36.8095238,8,4,2015-02,23.80952381,23.80952381,38.0952381,4.761904762,9.523809524,0
2015,2,ANGERS SAINT LAUD,PARIS MONTPARNASSE,98.30705882,426,1,56,12.92857143,2.764705882,,60,32.63333333,5.162352941,,0.24,0.44,0.06,0.12,0.1,0.04,47,38.3404255,19,4,2015-02,24,44,6,12,10,4
2015,2,PARIS LYON,LAUSANNE,178.4759615,104,0,7,25.85714286,1.884615385,,19,34.15789474,8.769230769,,,,,,,,11,50.2727273,6,4,2015-02,,,,,,
2017,12,BELLEGARDE (AIN),PARIS LYON,162.7479675,247,1,28,14.58392857,2.58197832,,39,24.73376068,4.393834688,,0.405405405,0.216216216,0.216216216,0.108108108,0.054054054,0,30,4.393834688,10,1,2017-12,40.54054054,21.62162162,21.62162162,10.81081081,5.405405405,0
2017,12,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.62962963,216,0,63,13.30634921,5.007098765,,35,18.94428571,2.588811728,,0.285714286,0.142857143,0.357142857,0.071428571,0.107142857,0.035714286,13,2.588811728,7,1,2017-12,28.57142857,14.28571429,35.71428571,7.142857143,10.71428571,3.571428571
2017,12,NANTES,PARIS MONTPARNASSE,128.8579767,533,19,108,17.42638889,4.304539559,,113,29.86032448,8.831063554,"Ce mois-ci, cette OD a été touchée par: 
Les 3 et 4 : Dérangements des installations suites aux Travaux à Paris Montparnasse (232 TGV ; 15382’)
A partir du 4 : Rodage des nouvelles installations de Paris Montparnasse (53 TGV ; 723’)
Le 7 : Défaut de géométrie de la voie à Montrouge (46 TGV ; 1044’)
Le 11 : Coupure d’alimentation électrique en gare Montparnasse  (37 TGV ; 668’)
Le 11 : Tempêtes sur la région Pays de la Loire (35 TGV ; 969’)
Le 15 : Heurt d’un sanglier vers Sablé (23 TGV ; 940’)
Le 19 : Flash au niveau de la caténaire sur la LGV Bretagne Pays de Loire (22 TGV ; 814’)
Le 29 : Présence d’une personne dans les voies au niveau de Montrouge (35 TGV ; 853’)",0.217821782,0.198019802,0.336633663,0.148514851,0.04950495,0.04950495,65,8.831063554,30,10,2017-12,21.78217822,19.8019802,33.66336634,14.85148515,4.95049505,4.95049505
2017,12,MONTPELLIER,LYON PART DIEU,112.1311475,308,3,46,20.26992754,3.616721311,,72,31.14953704,9.934918033,Limitation de vitesse suite à des projections de glace sur LN1 et LN4.,0.31372549,0.215686275,0.274509804,0.156862745,0.019607843,0.019607843,49,9.934918033,23,7,2017-12,31.37254902,21.56862745,27.45098039,15.68627451,1.960784314,1.960784314
2017,12,LILLE,MARSEILLE ST CHARLES,305.7126437,175,1,23,19.91594203,3.118295019,,45,43.37962963,12.60871648,"Conséquences des Intempéries Sud Est le 01/12--*Projection neige sur LGV SE, mise en place LTV sur plus de 100 km variant de VL 160 à 230: 8 tgv concernés-
Le 09/12: arrachement caténaire de Vaumort et les conséquences le lendemain suite restititution tardive des travaux de réparation.
Conséquence de l'accident de personne le 25/12 à Neuf Moutiers (train 5153)",0.390243902,0.146341463,0.243902439,0.170731707,0.024390244,0.024390244,45,12.60871648,22,10,2017-12,39.02439024,14.63414634,24.3902439,17.07317073,2.43902439,2.43902439
2017,12,PARIS EST,FRANCFORT,218.2382353,174,4,10,15.11666667,1.057058824,,22,49.46969697,10.64960784,,0.3,0,0.4,0.2,0.1,0,22,10.64960784,13,6,2017-12,30,0,40,20,10,0
2015,3,VALENCE ALIXAN TGV,PARIS LYON,132.6762115,227,0,69,20.2173913,7.414096916,,35,34.62857143,3.792951542,,0.352941176,0.352941176,0.058823529,0.235294118,0,0,30,38.3333333,12,4,2015-03,35.29411765,35.29411765,5.882352941,23.52941176,0,0
2015,3,POITIERS,PARIS MONTPARNASSE,105.3979798,495,0,91,15,3.894949495,,37,30.62162162,2.658585859,,0.142857143,0.6,0.142857143,0.085714286,0.028571429,0,20,46.05,8,3,2015-03,14.28571429,60,14.28571429,8.571428571,2.857142857,0
2015,3,FRANCFORT,PARIS EST,100.9457364,129,0,43,15.62790698,6.240310078,,24,25.5,6.674418605,,0.136363636,0.045454545,0.818181818,0,0,0,15,33.2,7,1,2015-03,13.63636364,4.545454545,81.81818182,0,0,0
2015,4,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.7617925,212,0,8,20.875,0.919811321,,12,22.83333333,2.485849057,,0.25,0.416666667,0,0.166666667,0.083333333,0.083333333,7,30.2857143,2,1,2015-04,25,41.66666667,0,16.66666667,8.333333333,8.333333333
2015,4,DOUAI,PARIS NORD,83.67171717,198,0,22,18.18181818,2.343434343,,27,18.88888889,-0.171717172,,0.115384615,0.307692308,0.153846154,0.346153846,0.038461538,0.038461538,12,30.8333333,5,1,2015-04,11.53846154,30.76923077,15.38461538,34.61538462,3.846153846,3.846153846
2015,10,PARIS EST,METZ,85.47557003,307,0,7,22.28571429,0.67752443,,16,16.375,1.107491857,,0.375,0.3125,0.0625,0.125,0.125,0,7,25.1428571,2,0,2015-10,37.5,31.25,6.25,12.5,12.5,0
2015,10,AIX EN PROVENCE TGV,PARIS LYON,185.9922907,459,5,66,16.27272727,3.535242291,,41,31.82926829,2.544052863,,0.289473684,0.315789474,0.026315789,0.184210526,0.157894737,0.026315789,37,33.8648649,13,2,2015-10,28.94736842,31.57894737,2.631578947,18.42105263,15.78947368,2.631578947
2015,10,DIJON VILLE,PARIS LYON,97.41666667,456,0,58,13.75862069,2.73245614,,32,26.53125,2.074561404,,0,0.433333333,0.2,0.133333333,0.133333333,0.1,23,31.8695652,8,2,2015-10,0,43.33333333,20,13.33333333,13.33333333,10
2015,10,PARIS LYON,LYON PART DIEU,120.6464567,636,1,27,14.85185185,0.757480315,,39,32.05128205,2.585826772,,0.236842105,0.342105263,0,0.289473684,0.105263158,0.026315789,26,41.4615385,13,5,2015-10,23.68421053,34.21052632,0,28.94736842,10.52631579,2.631578947
2015,10,PARIS MONTPARNASSE,NANTES,134.1016043,561,0,29,15.5862069,0.964349376,,48,30,3.206773619,,0.1875,0.354166667,0.208333333,0.104166667,0.125,0.020833333,30,40.1666667,14,4,2015-10,18.75,35.41666667,20.83333333,10.41666667,12.5,2.083333333
2015,10,PARIS NORD,DUNKERQUE,119.2368421,266,0,10,18.3,0.87593985,,19,23.42105263,1.890977444,,0.263157895,0.210526316,0.210526316,0.263157895,0.052631579,0,10,33,7,0,2015-10,26.31578947,21.05263158,21.05263158,26.31578947,5.263157895,0
2015,10,MARSEILLE ST CHARLES,LYON PART DIEU,100.5613553,549,3,59,18.79661017,2.562271062,,86,27.1627907,6.749084249,,0.207792208,0.207792208,0.220779221,0.116883117,0.155844156,0.090909091,51,37.1372549,17,8,2015-10,20.77922078,20.77922078,22.07792208,11.68831169,15.58441558,9.090909091
2016,2,PARIS MONTPARNASSE,BREST,268.7063107,206,0,5,9,0.359223301,,11,33.81818182,2.694174757,,0.181818182,0.454545455,0.181818182,0.090909091,0.090909091,0,11,33.8181818,5,0,2016-02,18.18181818,45.45454545,18.18181818,9.090909091,9.090909091,0
2016,2,ARRAS,PARIS NORD,51.4515625,320,0,18,13,1.184375,,41,17.09756098,2.725,,0.138888889,0.305555556,0.166666667,0.166666667,0.166666667,0.055555556,15,31.5333333,6,1,2016-02,13.88888889,30.55555556,16.66666667,16.66666667,16.66666667,5.555555556
2016,2,DUNKERQUE,PARIS NORD,120.691358,243,0,5,12,0.263374486,,18,25.22222222,2.905349794,,0.142857143,0.357142857,0.142857143,0.285714286,0.071428571,0,8,40.5,5,2,2016-02,14.28571429,35.71428571,14.28571429,28.57142857,7.142857143,0
2016,2,LILLE,LYON PART DIEU,190.9578544,261,0,30,18.6,2.835249042,,22,35.54545455,3.816091954,,0.238095238,0.142857143,0.238095238,0.333333333,0,0.047619048,19,38.9473684,12,2,2016-02,23.80952381,14.28571429,23.80952381,33.33333333,0,4.761904762
2016,2,PARIS LYON,ITALIE,258.3925234,107,0,5,26.8,1.495327103,,12,34.25,5.869158879,,0.272727273,0.090909091,0.181818182,0.090909091,0.181818182,0.181818182,12,34.25,6,1,2016-02,27.27272727,9.090909091,18.18181818,9.090909091,18.18181818,18.18181818
2015,9,PARIS LYON,AVIGNON TGV,160.8098456,519,1,19,18.68421053,0.805019305,,37,49.67567568,4.052123552,,0.594594595,0.108108108,0.054054054,0.189189189,0,0.054054054,29,59.7241379,17,7,2015-09,59.45945946,10.81081081,5.405405405,18.91891892,0,5.405405405
2015,9,PARIS MONTPARNASSE,ANGOULEME,154.834891,321,0,8,10.75,0.420560748,,20,25.6,2.595015576,,0.25,0.4,0.05,0.25,0.05,0,9,41.2222222,4,2,2015-09,25,40,5,25,5,0
2015,9,LAVAL,PARIS MONTPARNASSE,100.8237885,227,0,25,27.6,3.823788546,,21,43.19047619,4.50660793,,0.368421053,0.315789474,0.052631579,0.105263158,0.105263158,0.052631579,16,52.625,9,4,2015-09,36.84210526,31.57894737,5.263157895,10.52631579,10.52631579,5.263157895
2015,9,QUIMPER,PARIS MONTPARNASSE,275.5584112,214,0,2,31,0.345794393,,16,55.8125,4.714953271,,0.666666667,0.2,0,0.066666667,0.066666667,0,16,55.8125,11,4,2015-09,66.66666667,20,0,6.666666667,6.666666667,0
2015,9,ARRAS,PARIS NORD,51,336,0,27,12.85185185,1.55952381,,29,13.86206897,1.729166667,,0.464285714,0.178571429,0.107142857,0.107142857,0.142857143,0,6,27,2,0,2015-09,46.42857143,17.85714286,10.71428571,10.71428571,14.28571429,0
2015,11,PERPIGNAN,PARIS LYON,308.262987,155,1,30,16.16666667,3.746753247,,38,61.26315789,14.51298701,"Suite aux attentats du 13 novembre à Paris, une recrudescence d'alertes à la bombe et d'interventions des forces de l'ordre ont impacté la régularité des TGV",0.333333333,0.444444444,0.027777778,0.138888889,0,0.055555556,38,61.2631579,26,15,2015-11,33.33333333,44.44444444,2.777777778,13.88888889,0,5.555555556
2015,11,PARIS LYON,VALENCE ALIXAN TGV,133.8537906,277,0,17,21.64705882,1.469314079,,40,26.95,4.541516245,,0.282051282,0.179487179,0.076923077,0.282051282,0.128205128,0.051282051,29,32.6206897,11,3,2015-11,28.20512821,17.94871795,7.692307692,28.20512821,12.82051282,5.128205128
2016,1,PARIS LYON,VALENCE ALIXAN TGV,131.2829457,258,0,8,28.5,1.007751938,,7,34.42857143,1.674418605,,0,0.571428571,0,0.285714286,0.142857143,0,4,50.5,3,1,2016-01,0,57.14285714,0,28.57142857,14.28571429,0
2016,1,LA ROCHELLE VILLE,PARIS MONTPARNASSE,196.9517767,197,0,2,13,0.182741117,,3,29,0.390862944,,1,0,0,0,0,0,3,29,2,0,2016-01,100,0,0,0,0,0
2016,1,LE MANS,PARIS MONTPARNASSE,56.77641278,407,0,40,21.125,2.626535627,,52,19.98076923,2.85012285,,0.14,0.34,0.14,0.12,0.2,0.06,18,40.1111111,8,2,2016-01,14,34,14,12,20,6
2016,1,PARIS MONTPARNASSE,VANNES,196.3225,200,0,2,30.5,0.43,,8,28.375,2.47,,0.375,0.375,0,0.25,0,0,8,28.375,3,0,2016-01,37.5,37.5,0,25,0,0
2016,1,PARIS NORD,DOUAI,66.02857143,175,0,4,26,0.794285714,,17,20.70588235,2.828571429,,0.125,0.3125,0.25,0.0625,0.0625,0.1875,7,37.5714286,5,1,2016-01,12.5,31.25,25,6.25,6.25,18.75
2015,12,PARIS LYON,CHAMBERY CHALLES LES EAUX,180.9688889,226,1,11,18,1.115555556,,25,22.84,3.573333333,,0.2,0.08,0.28,0.24,0.12,0.08,14,30.9285714,5,1,2015-12,20,8,28,24,12,8
2015,12,PARIS LYON,GRENOBLE,182.3470588,256,1,6,8.166666667,0.321568627,,10,24.3,1.058823529,,0.4,0,0.3,0.3,0,0,10,24.3,2,0,2015-12,40,0,30,30,0,0
2015,12,PERPIGNAN,PARIS LYON,304.8627451,153,0,27,13,2.830065359,,15,38.46666667,3.150326797,,0.4,0.2,0.066666667,0.333333333,0,0,15,38.4666667,7,2,2015-12,40,20,6.666666667,33.33333333,0,0
2015,12,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,170.8782609,115,0,0,0,0.191304348,,14,23,3,,0.071428571,0.142857143,0.285714286,0.142857143,0.285714286,0.071428571,7,33,3,1,2015-12,7.142857143,14.28571429,28.57142857,14.28571429,28.57142857,7.142857143
2015,12,BORDEAUX ST JEAN,PARIS MONTPARNASSE,209.0169617,682,4,97,13.94845361,2.651917404,,37,35.56756757,2.473451327,,0.243243243,0.297297297,0.216216216,0.162162162,0.081081081,0,37,35.5675676,17,4,2015-12,24.32432432,29.72972973,21.62162162,16.21621622,8.108108108,0
2015,12,PARIS MONTPARNASSE,TOULOUSE MATABIAU,335.1858108,148,0,9,12,0.844594595,,14,36.21428571,4.47972973,,0.428571429,0.214285714,0.142857143,0.071428571,0.071428571,0.071428571,14,36.2142857,4,1,2015-12,42.85714286,21.42857143,14.28571429,7.142857143,7.142857143,7.142857143
2015,12,PARIS NORD,ARRAS,49.18884892,278,0,6,8.5,0.413669065,,21,10.28571429,1.122302158,,0.047619048,0.238095238,0.238095238,0.142857143,0.238095238,0.095238095,2,28.5,1,0,2015-12,4.761904762,23.80952381,23.80952381,14.28571429,23.80952381,9.523809524
2015,8,AVIGNON TGV,PARIS LYON,160.6744914,640,1,198,18.5959596,6.881064163,,97,48.10309278,7.062597809,,0.309278351,0.164948454,0.154639175,0.216494845,0.12371134,0.030927835,77,57.4545455,40,22,2015-08,30.92783505,16.49484536,15.46391753,21.64948454,12.37113402,3.092783505
2015,8,MONTPELLIER,PARIS LYON,204.8037249,353,4,129,34.90697674,13.47851003,,93,71.29032258,20.22922636,"En août 2015, la régularité des TGV Sud-Est a été impactée par les conditions climatiques (incendies aux abords des voies, orages)",0.376344086,0.161290323,0.075268817,0.247311828,0.075268817,0.064516129,93,71.2903226,52,32,2015-08,37.6344086,16.12903226,7.52688172,24.7311828,7.52688172,6.451612903
2015,8,LE MANS,PARIS MONTPARNASSE,58.87555066,455,1,81,24.18518519,5.068281938,,66,27.71212121,3.466960352,,0.428571429,0.158730159,0.063492063,0.095238095,0.047619048,0.206349206,27,54.2962963,17,7,2015-08,42.85714286,15.87301587,6.349206349,9.523809524,4.761904762,20.63492063
2015,8,PARIS MONTPARNASSE,ST PIERRE DES CORPS,66.71300448,447,1,21,24.47619048,1.273542601,,32,20.53125,0.932735426,,0.1875,0.34375,0.125,0.125,0.125,0.09375,12,39,6,1,2015-08,18.75,34.375,12.5,12.5,12.5,9.375
2015,8,ARRAS,PARIS NORD,51,315,1,17,25.41176471,1.78343949,,37,19.72972973,2.429936306,,0.6,0.2,0.133333333,0.033333333,0.033333333,0,16,34.5,8,2,2015-08,60,20,13.33333333,3.333333333,3.333333333,0
2015,8,DOUAI,PARIS NORD,76.50276243,183,2,8,19.875,1.104972376,,24,17.58333333,2.342541436,,0.526315789,0.210526316,0.157894737,0.052631579,0.052631579,0,11,29,5,0,2015-08,52.63157895,21.05263158,15.78947368,5.263157895,5.263157895,0
2015,8,LYON PART DIEU,LILLE,187.2114695,280,1,146,25.17808219,14.13978495,,79,42.83544304,13.92831541,"Le mois d'août à essentiellement été marqué par les intempéries dans le sud-est ainsi qu'à Lille entraînant des inondations, feux de talus et dérangements d'installations
On observe aussi un grand nombre de voyageurs sans titre de transport, une forte affluence en cette période estivale et surtout de nombreux bagages abandonnés se transformant en colis suspects.
On notera aussi quelques heurts d'animaux et deux incendies sur motrices.",0.265822785,0.151898734,0.088607595,0.227848101,0.139240506,0.126582278,71,46.1830986,32,15,2015-08,26.58227848,15.18987342,8.860759494,22.78481013,13.92405063,12.65822785
2015,8,LILLE,MARSEILLE ST CHARLES,297.7708333,216,0,11,13.72727273,1.287037037,,45,44.06666667,11.75925926,"Le mois d'août à essentiellement été marqué par les intempéries dans le sud-est ainsi qu'à Lille entraînant des inondations, feux de talus et dérangements d'installations
On observe aussi un grand nombre de voyageurs sans titre de transport, une forte affluence en cette période estivale et surtout de nombreux bagages abandonnés se transformant en colis suspects.
On notera aussi quelques heurts d'animaux et deux incendies sur motrices.",0.222222222,0.2,0.155555556,0.222222222,0.044444444,0.155555556,45,44.0666667,19,9,2015-08,22.22222222,20,15.55555556,22.22222222,4.444444444,15.55555556
2015,8,GENEVE,PARIS LYON,172.495614,228,0,37,11.64864865,3.600877193,,17,23.41176471,0.298245614,,0.176470588,0.176470588,0.411764706,0.176470588,0,0.058823529,10,30.3,2,1,2015-08,17.64705882,17.64705882,41.17647059,17.64705882,0,5.882352941
2015,8,LAUSANNE,PARIS LYON,180.5458333,120,0,7,10.85714286,1.225,,6,27.5,0.466666667,,0.333333333,0.166666667,0.5,0,0,0,5,30.2,2,0,2015-08,33.33333333,16.66666667,50,0,0,0
2016,5,NANCY,PARIS EST,93.23208191,293,9,16,17.625,1.259385666,,19,21.89473684,-0.187713311,,0.157894737,0.421052632,0.105263158,0.052631579,0.210526316,0.052631579,11,28.7272727,4,0,2016-05,15.78947368,42.10526316,10.52631579,5.263157895,21.05263158,5.263157895
2016,5,PARIS LYON,ANNECY,222.5641026,156,1,6,21.83333333,1.006410256,,9,28.55555556,3.192307692,,0.625,0.125,0,0.25,0,0,9,28.5555556,4,0,2016-05,62.5,12.5,0,25,0,0
2016,5,ANNECY,PARIS LYON,224.2429379,177,0,5,15.8,0.502824859,,23,32.13043478,4.310734463,,0.217391304,0.217391304,0.217391304,0.130434783,0.086956522,0.130434783,23,32.1304348,9,3,2016-05,21.73913043,21.73913043,21.73913043,13.04347826,8.695652174,13.04347826
2016,5,PARIS MONTPARNASSE,ANGOULEME,158.8169014,284,0,13,26.30769231,1.387323944,,24,43.58333333,4.799295775,"Cette liaison a été ralentie par d'importantes zones de travaux entre Poitiers & Angoulême .
Par ailleurs, elle a été touchée par:
Le 03 : une fuite de matières dangereuses sur un train fret d'une autre entreprise ferroviaire à Poitiers  (38 TGV pour 2941min perdues);
Le 20 : la panne d'un TGV sur la Ligne à Grande Vitesse au Nord de Tours (25 TGV pour 625min perdues);
Le 23:  la panne d'un train de marchandises à Port de Piles (32 TGV pour 858min perdues);
Le 24 : un accident de personne près de Poitiers (24 TGV pour 1845min perdues);
Le 27 : un dérangement informatique près de Tours (47 TGV pour 4787min perdues) et la présence d'une personne dans les voies à Massy en région parisienne (27 TGV pour 455min perdues);
Le 29 : un dérangement des installations én région parisienne (35 TGV pour 1508min perdues).",0.217391304,0.47826087,0.173913043,0.086956522,0.043478261,0,17,56.5882353,7,4,2016-05,21.73913043,47.82608696,17.39130435,8.695652174,4.347826087,0
